URLink,Date,Relation,Occasion,ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global
https://www.giftcart.com/all-gifts/dad.html,26-Jun,Dad,,173,external,PER-1025,Go Travel Personalised Luggage Tag,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,299,Dad,Best Gifts for Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/c/o/co-cm06gbgt3519-1.jpg,,,,,,,https://www.giftcart.com/go-travel-personalised-luggage-tag.html,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,26-Jun,Dad,,174,external,PER-1026,Personalised Mom Love Wall Clock,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,899,Dad,Best Gifts for Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/p/e/personalised-mom-love-wall-clock-maroon-1.jpg,,,,,,,https://www.giftcart.com/personalised-mom-love-wall-clock-1.html,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,26-Jun,Dad,,175,external,PER-1027,Motichoor Ladoos with T Light,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,1299,Dad,Best Gifts for Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/c/m/cm03gbgt0409-0.jpg,,,,,,,https://www.giftcart.com/motichur-ladoos-with-t-light.html,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,26-Jun,Dad,,176,external,PER-1028,Personalised Family Fridge Magnet - Pink,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,300,Dad,Best Gifts for Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/c/m/cm01gbgt0233.jpg,,,,,,,https://www.giftcart.com/family-fridge-magnet-pink.html,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,26-Jun,Dad,,177,external,PER-1029,Glorious Peacock Dance satin Cushions,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,449,Dad,Best Gifts for Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/c/m/cm08gbgt47751-white1.jpg,,,,,,,https://www.giftcart.com/glorious-peacock-dance-satin-cushion.html,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,26-Jun,Dad,,178,external,PER-1030,Personalised Choco Bar For Mother Day,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,449,Dad,Best Gifts for Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/c/p/cp-cm01gbgt0147.jpg,,,,,,,https://www.giftcart.com/personalised-chocolate-for-mother-day.html,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,26-Jun,Dad,,179,external,PER-1031,Make A Promise Trendy Blue Topaz & 925 Sterling Silver Pendant with 18 ...,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,3114,Dad,Best Gifts for Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/s/d/sdp387.jpg,,,,,,,https://www.giftcart.com/make-a-promise-trendy-blue-topaz-&-925-sterling-silver-pendant-with-18-silver-finished-chain-kv-10.html,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,26-Jun,Dad,,180,external,PER-1032,Letter for Dear Mom,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,799,Dad,Best Gifts for Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/c/o/co-cm01gbgt0238-0.jpg,,,,,,,https://www.giftcart.com/letter-for-dear-mom.html,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,26-Jun,Dad,,181,external,PER-1033,Armaf Club De Nuit Intense 105 Ml Edt For Women Perfume,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,1668,Dad,Best Gifts for Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/a/r/arc105w06.jpg,,,,,,,https://www.giftcart.com/armaf-club-de-nuit-intense-105-ml-edt-for-women-perfume.html,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,26-Jun,Dad,,182,external,PER-1034,Personalised Glowing Tower Lamp With Wooden Base,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,1899,Dad,Best Gifts for Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/c/o/co-cm05gbgt4527.jpg,,,,,,,https://www.giftcart.com/personalised-glowing-tower-lamp-with-wooden-base.html,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,26-Jun,Dad,,183,external,PER-1035,Personalised Happy Birthday - Unique Gift Plaque,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,390,Dad,Best Gifts for Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/c/m/cm01igif0035-0.jpg,,,,,,,https://www.giftcart.com/happy-birthday-unique-gift-plaque.html,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,26-Jun,Dad,,184,external,PER-1036,Jade Plant In A Vase,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,649,Dad,Best Gifts for Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/c/m/cm01plfnp058.jpg.jpg,,,,,,,https://www.giftcart.com/jade-plant-in-a-vase.html,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,26-Jun,Dad,,185,external,PER-1037,Solo Tahitian Pearl Bracelet,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,1900,Dad,Best Gifts for Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/6/l/6l3a4614.jpg,,,,,,,https://www.giftcart.com/solo-tahitian-pearl-bracelet.html,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,26-Jun,Dad,,186,external,PER-1038,Personalised Wooden Photo Lamp,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,1399,Dad,Best Gifts for Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/c/o/co-cm01gbgt1552-3.jpg,,,,,,,https://www.giftcart.com/personalised-wooden-photo-lamp.html,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,26-Jun,Dad,,187,external,PER-1039,My Lingo Cushion,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,349,Dad,Best Gifts for Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/c/m/cm08gbgt47312-1.jpg,,,,,,,https://www.giftcart.com/my-lingo-cushion.html,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,26-Jun,Dad,,188,external,PER-1040,Set Of 2 Couple Love Champange Glasses,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,1299,Dad,Best Gifts for Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/8/0/800-1.jpg,,,,,,,https://www.giftcart.com/set-of-2-couple-love-champange-glasses.html,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,26-Jun,Dad,,189,external,PER-1041,Jack Daniels Bottle Serving Set,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,999,Dad,Best Gifts for Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/c/m/cm08gbgt48767-1.jpg,,,,,,,https://www.giftcart.com/jack-daniels-bottle-serving-set.html,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,26-Jun,Dad,,190,external,PER-1042,40th Wedding Anniversary Round Acrylic Clock,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,599,Dad,Best Gifts for Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/c/m/cm08gbgt48983-2.jpg,,,,,,,https://www.giftcart.com/40th-wedding-anniversary-round-acrylic-clock.html,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,26-Jun,Dad,,191,external,PER-1043,Mom The Best Personalised Choco Bar,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,349,Dad,Best Gifts for Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/c/o/co-cm06gbgt3685-main.jpg,,,,,,,https://www.giftcart.com/mom-the-best-personalised-chocolate-bar.html,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,26-Jun,Dad,,192,external,PER-1044,Lovance Magic Touch 100 ml Women EDP,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,778,Dad,Best Gifts for Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/c/m/cm01per0289-0.jpg,,,,,,,https://www.giftcart.com/lovance-magic-touch-100-ml-women-edp.html,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,26-Jun,Dad,,193,external,PER-1045,Octavius Gourmet Tea Collection| Tealightful Infusions Range - 3 Tins Packe...,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,1310,Dad,Best Gifts for Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/o/g/ogt-tir3.jpg,,,,,,,https://www.giftcart.com/octavius-gourmet-tea-collection-tealightful-infusions-range-3-tins-packed-in-an-exclusive-gift-box.html,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,26-Jun,Dad,,194,external,PER-1046,Vintage Noel Retro Toy Christmas Cushion,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,299,Dad,Best Gifts for Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/c/m/cm08gbgt48084-01.jpg,,,,,,,https://www.giftcart.com/vintage-noel-retro-toy-christmas-cushion.html,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,,195,external,PER-1047,The Devil Ceramic Ashtray,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,400,Dad,Best Gifts of Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/c/m/cm08gckk49391-1.jpg,,,,,,,https://www.giftcart.com/catalog/product/view/id/51439/s/the-devil-ceramic-ashtray/category/388/,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,,196,external,PER-1048,The Monkey Ceramic Ashtray,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,400,Dad,Best Gifts of Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/c/m/cm08gckk49390-1.jpg,,,,,,,https://www.giftcart.com/catalog/product/view/id/51438/s/the-monkey-ceramic-ashtray/category/388/,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,,197,external,PER-1049,Orange Bucket Ashtray,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,449,Dad,Best Gifts of Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/c/m/cm08gckk49374-1.jpg,,,,,,,https://www.giftcart.com/catalog/product/view/id/51422/s/orange-bucket-ashtray/category/388/,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,,198,external,PER-1050,Blue Bucket Ashtray,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,449,Dad,Best Gifts of Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/c/m/cm08gckk49373-1.jpg,,,,,,,https://www.giftcart.com/catalog/product/view/id/51421/s/blue-bucket-ashtray/category/388/,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,,199,external,PER-1051,Barbeque Drum Ashtray,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,780,Dad,Best Gifts of Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/c/m/cm08gckk49370-1.jpg,,,,,,,https://www.giftcart.com/catalog/product/view/id/51418/s/barbeque-drum-ashtray/category/388/,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,,200,external,PER-1052,Leather Unisex Wallet/Mobile Pouch with Key Ring,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,499,Dad,Best Gifts of Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/c/m/cm08gcamc49362-1_1.jpg,,,,,,,https://www.giftcart.com/leather-unisex-wallet-mobile-pouch-with-key-ring.html,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,,201,external,PER-1053,Leather Slim Money Pouch with Keyring for Unisex,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,399,Dad,Best Gifts of Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/c/m/cm08gcamc49365-1_1.jpg,,,,,,,https://www.giftcart.com/catalog/product/view/id/51415/s/leather-slim-money-pouch-with-keyring-for-unisex/category/388/,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,,202,external,PER-1054,Personalised Wooden Calender,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,1033,Dad,Best Gifts of Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/9/0/909-1.jpg,,,,,,,https://www.giftcart.com/catalog/product/view/id/51395/s/personalised-wooden-calender/category/388/,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,,203,external,PER-1055,Personalised Manual Wood Calender,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,1033,Dad,Best Gifts of Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/9/0/908-1.jpg,,,,,,,https://www.giftcart.com/catalog/product/view/id/51394/s/personalised-manual-wood-calender/category/388/,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,,204,external,PER-1056,Personalised Wood Calender,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,1033,Dad,Best Gifts of Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/9/0/907-1.jpg,,,,,,,https://www.giftcart.com/catalog/product/view/id/51393/s/personalised-wood-calender/category/388/,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,,205,external,PER-1057,Personalised Table Top Wood Calender,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,1033,Dad,Best Gifts of Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/9/0/906-1.jpg,,,,,,,https://www.giftcart.com/catalog/product/view/id/51392/s/personalised-table-top-wood-calender/category/388/,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,,206,external,PER-1058,Personalised Desk Top Wood Calender,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,1033,Dad,Best Gifts of Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/9/0/905-1.jpg,,,,,,,https://www.giftcart.com/catalog/product/view/id/51391/s/personalised-desk-top-wood-calender/category/388/,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,,207,external,PER-1059,Personalised Engraved Foldable Pen Box,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,791,Dad,Best Gifts of Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/9/0/904-1.jpg,,,,,,,https://www.giftcart.com/catalog/product/view/id/51390/s/personalised-engraved-foldable-pen-box/category/388/,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,,208,external,PER-1060,Personalised Engraved Pen Box,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,791,Dad,Best Gifts of Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/9/0/903-1.jpg,,,,,,,https://www.giftcart.com/catalog/product/view/id/51389/s/personalised-engraved-pen-box/category/388/,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,,209,external,PER-1061,Personalised Pen Box with Realtion Name,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,791,Dad,Best Gifts of Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/9/0/902-1.jpg,,,,,,,https://www.giftcart.com/catalog/product/view/id/51388/s/personalised-pen-box-with-realtion-name/category/388/,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,,210,external,PER-1062,Personalised Relation Name Pen Box,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,791,Dad,Best Gifts of Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/9/0/901-1.jpg,,,,,,,https://www.giftcart.com/catalog/product/view/id/51387/s/personalised-relation-name-pen-box/category/388/,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,,211,external,PER-1063,Personalised Pen Box,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,791,Dad,Best Gifts of Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/9/0/900-1.jpg,,,,,,,https://www.giftcart.com/catalog/product/view/id/51386/s/personalised-pen-box/category/388/,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,,212,external,PER-1064,Personalised I love you Dad Image Table Top,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,1058,Dad,Best Gifts of Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/8/7/874-1.jpg,,,,,,,https://www.giftcart.com/catalog/product/view/id/51385/s/personalised-i-love-you-dad-image-table-top/category/388/,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,,213,external,PER-1065,Personalised I love you Papa Image Table Top,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,642,Dad,Best Gifts of Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/8/7/873-1.jpg,,,,,,,https://www.giftcart.com/catalog/product/view/id/51384/s/personalised-i-love-you-papa-image-table-top/category/388/,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,,214,external,PER-1066,Personalised Hero Dad Table Top,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,1164,Dad,Best Gifts of Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/8/7/872-1.jpg,,,,,,,https://www.giftcart.com/catalog/product/view/id/51383/s/personalised-hero-dad-table-top/category/388/,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,,215,external,PER-1067,Personalised I love you Dad Msg Table Top,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,998,Dad,Best Gifts of Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/8/7/871-1.jpg,,,,,,,https://www.giftcart.com/catalog/product/view/id/51382/s/personalised-i-love-you-dad-msg-table-top/category/388/,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,,216,external,PER-1068,Personalised I love you Papa Msg Table Top,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,582,Dad,Best Gifts of Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/8/7/870-1.jpg,,,,,,,https://www.giftcart.com/catalog/product/view/id/51381/s/personalised-i-love-you-papa-msg-table-top/category/388/,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,,217,external,PER-1069,Personalised Dad Table Top,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,642,Dad,Best Gifts of Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/9/1/911-1.jpg,,,,,,,https://www.giftcart.com/catalog/product/view/id/51380/s/personalised-dad-table-top/category/388/,Get it Now,,Product Type,Personalized,1,0
https://www.giftcart.com/all-gifts/dad.html,29-Jun,Dad,,218,external,PER-1070,Personalised Papa Table Top,1,0,visible,,,,,,,1,,,0,0,,,,,0,,,642,Dad,Best Gifts of Dad,,https://www.giftcart.com/pub/media/catalog/product/cache/3fba745dcec88e97bfe808bedc471260/9/1/910-1.jpg,,,,,,,https://www.giftcart.com/catalog/product/view/id/51379/s/personalised-papa-table-top/category/388/,Get it Now,,Product Type,Personalized,1,0
